tenure_months,monthly_spend,support_tickets_90d,logins_per_month,on_discount,monthly_contract,churned
21.0,67.33,0,9.0,0,1,0
38.0,57.99,2,18.0,0,0,0
28.0,37.03,1,18.0,0,0,0
17.0,33.46,1,15.0,0,1,0
25.0,44.1,0,2.0,0,1,1
59.0,31.32,1,22.0,0,0,0
31.0,26.06,1,16.0,0,0,0
19.0,6.7,0,12.0,0,0,0
17.0,17.11,1,7.0,1,0,0
24.0,80.74,3,12.0,0,0,0
38.0,33.18,4,3.0,1,1,1
11.0,79.26,0,11.0,0,1,0
34.0,52.26,3,15.0,0,0,0
18.0,44.1,1,10.0,0,1,1
20.0,17.99,0,7.0,0,1,1
72.0,45.08,1,19.0,0,1,0
32.0,79.06,0,30.0,0,0,0
13.0,73.04,2,12.0,1,0,0
27.0,49.94,0,15.0,0,0,0
39.0,24.32,0,8.0,0,1,0
32.0,27.77,2,6.0,0,0,1
2.0,29.65,4,16.0,0,1,0
20.0,68.01,2,26.0,1,0,0
28.0,74.37,1,5.0,0,0,0
26.0,48.53,2,4.0,0,1,0
14.0,39.54,0,6.0,1,0,0
33.0,72.88,1,5.0,1,1,0
43.0,27.39,0,19.0,1,1,0
5.0,45.93,3,18.0,1,1,0
4.0,53.33,3,6.0,0,1,1
27.0,29.47,2,10.0,0,0,0
35.0,33.55,0,4.0,0,1,0
13.0,32.15,0,8.0,0,1,0
2.0,70.5,2,4.0,1,1,1
20.0,79.46,0,7.0,0,0,0
26.0,47.07,3,4.0,0,1,0
16.0,40.17,2,19.0,1,0,0
40.0,34.2,3,10.0,0,1,0
25.0,45.03,3,11.0,0,0,0
12.0,35.1,2,5.0,1,0,0
13.0,43.25,1,7.0,0,1,0
20.0,52.44,0,10.0,0,1,0
15.0,37.7,2,26.0,0,0,1
4.0,41.59,2,9.0,0,1,1
24.0,41.66,2,21.0,0,0,0
13.0,39.28,0,7.0,1,1,0
15.0,37.05,1,9.0,0,1,0
8.0,58.72,0,18.0,0,0,0
54.0,13.13,2,14.0,0,1,0
31.0,73.34,1,5.0,1,0,0
63.0,47.44,3,11.0,0,1,0
16.0,55.98,0,12.0,1,1,0
32.0,58.05,3,13.0,0,1,0
24.0,32.25,3,5.0,1,0,0
12.0,28.54,0,3.0,0,1,0
16.0,26.42,2,21.0,1,1,0
31.0,40.55,1,30.0,0,1,0
8.0,57.59,2,13.0,1,0,0
40.0,34.49,0,7.0,0,1,0
23.0,55.94,1,19.0,0,0,0
37.0,5.0,1,5.0,0,1,0
27.0,38.06,1,5.0,0,1,0
5.0,66.01,0,22.0,1,1,0
20.0,41.92,2,29.0,0,1,0
41.0,30.08,1,6.0,1,0,1
22.0,33.18,1,5.0,0,0,0
20.0,5.0,1,9.0,0,0,0
22.0,26.79,1,4.0,1,0,0
3.0,64.03,1,3.0,0,0,1
44.0,34.51,0,3.0,0,1,0
2.0,36.64,0,11.0,0,1,0
50.0,5.0,0,9.0,0,0,0
15.0,15.64,2,18.0,1,0,0
28.0,66.42,2,22.0,0,0,0
3.0,56.11,1,13.0,0,0,0
34.0,21.65,2,4.0,1,1,0
30.0,33.65,4,2.0,0,0,0
29.0,44.47,2,7.0,1,0,0
3.0,23.47,0,6.0,1,0,0
11.0,8.93,0,4.0,1,0,0
27.0,42.13,0,12.0,0,1,0
43.0,55.31,2,13.0,1,0,0
9.0,55.65,1,11.0,0,1,1
10.0,60.75,2,30.0,0,1,0
25.0,17.04,2,3.0,1,0,0
72.0,46.04,2,7.0,1,0,0
12.0,40.17,1,9.0,0,0,0
15.0,43.43,2,7.0,1,1,0
13.0,41.19,3,6.0,1,1,1
18.0,33.11,1,14.0,0,1,0
45.0,5.0,2,5.0,0,0,1
19.0,65.91,3,5.0,1,0,0
72.0,50.94,2,13.0,0,1,0
22.0,18.28,0,13.0,0,1,0
48.0,53.52,2,3.0,0,0,0
16.0,36.95,1,18.0,1,1,0
7.0,37.46,2,27.0,1,0,0
19.0,31.17,2,2.0,0,0,0
30.0,54.66,3,15.0,1,1,0
11.0,30.6,0,11.0,0,1,0
43.0,25.26,2,10.0,0,0,0
14.0,65.37,1,18.0,0,1,0
8.0,41.78,2,10.0,0,1,0
72.0,42.35,2,10.0,0,0,0
10.0,57.46,1,6.0,0,1,0
14.0,32.98,0,19.0,0,0,0
33.0,36.57,1,3.0,0,1,1
16.0,50.5,0,16.0,0,1,1
8.0,17.26,1,5.0,0,1,0
12.0,48.98,0,9.0,0,0,1
66.0,31.4,3,4.0,0,0,1
30.0,60.4,1,7.0,1,1,0
34.0,54.84,2,5.0,1,0,0
25.0,52.46,2,8.0,0,0,0
28.0,16.07,0,17.0,0,0,0
15.0,43.14,1,6.0,0,0,0
22.0,23.81,0,2.0,1,0,0
3.0,44.34,0,12.0,0,0,0
39.0,5.0,2,6.0,0,0,0
15.0,17.27,1,5.0,0,0,0
7.0,66.4,0,9.0,0,1,1
23.0,51.64,3,1.0,0,1,1
17.0,38.63,1,6.0,0,0,0
38.0,28.64,2,19.0,0,1,0
19.0,25.48,0,12.0,0,1,0
12.0,48.6,2,9.0,0,0,0
20.0,38.81,0,8.0,1,0,1
52.0,72.84,1,17.0,0,0,0
39.0,41.67,1,6.0,1,1,0
30.0,46.06,0,7.0,0,1,0
40.0,20.01,1,1.0,1,1,0
32.0,38.51,1,8.0,1,0,0
10.0,48.19,1,12.0,0,1,0
35.0,38.29,1,6.0,0,0,0
43.0,36.26,1,11.0,0,1,0
45.0,50.88,2,7.0,1,1,0
8.0,72.27,0,12.0,0,0,0
14.0,47.61,0,10.0,0,0,0
12.0,65.6,0,5.0,1,1,0
16.0,56.19,1,7.0,0,1,0
28.0,64.52,2,8.0,0,1,0
23.0,34.03,0,8.0,1,0,0
23.0,41.28,0,22.0,1,1,0
6.0,41.35,0,8.0,0,1,1
13.0,54.83,1,20.0,0,1,0
47.0,59.26,0,4.0,0,1,0
43.0,47.25,0,11.0,0,0,0
19.0,60.78,1,15.0,1,0,0
35.0,34.86,2,3.0,0,0,1
26.0,60.94,1,13.0,0,0,0
37.0,63.28,1,2.0,1,1,0
36.0,57.19,1,6.0,0,0,1
20.0,47.42,0,9.0,1,0,0
30.0,57.84,2,23.0,0,1,0
28.0,28.91,3,13.0,0,1,0
21.0,48.57,2,6.0,1,1,0
18.0,50.41,0,17.0,0,0,0
60.0,21.07,1,3.0,0,1,0
21.0,53.54,0,3.0,0,1,1
33.0,22.52,2,2.0,1,0,0
57.0,37.3,0,11.0,0,0,0
30.0,45.72,3,6.0,1,1,0
29.0,31.85,1,9.0,1,1,0
21.0,46.49,3,3.0,0,0,1
28.0,46.2,2,18.0,0,1,0
16.0,30.24,1,17.0,1,1,0
72.0,55.22,3,3.0,1,1,0
6.0,31.25,1,4.0,0,0,0
18.0,86.18,0,20.0,1,1,0
31.0,43.03,1,6.0,1,0,0
29.0,23.92,1,3.0,1,1,0
16.0,27.28,3,10.0,0,1,0
4.0,65.66,1,6.0,0,0,0
7.0,37.64,1,3.0,1,1,1
24.0,20.45,4,23.0,0,1,1
3.0,60.37,0,2.0,0,0,0
32.0,37.52,1,8.0,0,0,0
46.0,56.76,3,15.0,1,0,0
36.0,61.84,0,19.0,0,0,0
41.0,49.94,0,13.0,0,0,0
3.0,88.13,1,15.0,0,1,0
17.0,13.95,3,14.0,0,1,0
9.0,30.28,4,9.0,0,0,0
5.0,40.39,0,5.0,0,0,0
14.0,85.7,1,7.0,0,1,0
56.0,77.36,1,4.0,1,0,0
66.0,68.2,1,10.0,0,1,0
10.0,30.71,0,5.0,0,1,0
22.0,32.8,4,8.0,1,1,1
28.0,30.09,2,7.0,0,0,0
17.0,30.9,2,11.0,1,1,0
48.0,71.87,1,8.0,0,1,0
14.0,40.61,2,8.0,1,0,0
13.0,42.99,2,3.0,1,0,1
10.0,58.94,3,6.0,1,1,0
17.0,15.06,0,0.0,0,0,0
1.0,45.95,1,12.0,0,0,0
18.0,25.26,0,7.0,1,1,0
23.0,39.7,3,6.0,0,0,1
24.0,34.44,3,10.0,0,1,0
8.0,33.52,1,9.0,0,1,0
24.0,49.06,0,10.0,1,1,0
23.0,48.98,0,11.0,1,0,0
24.0,41.04,3,8.0,1,1,1
37.0,51.67,1,4.0,0,0,0
8.0,29.36,0,3.0,1,1,0
17.0,57.27,0,5.0,1,1,0
4.0,41.29,1,21.0,0,1,0
34.0,36.29,1,9.0,0,1,1
9.0,30.69,3,12.0,0,1,0
40.0,40.65,1,7.0,0,1,0
41.0,78.67,1,7.0,0,0,0
19.0,43.86,3,5.0,0,0,0
18.0,24.4,0,12.0,0,0,0
6.0,61.54,1,7.0,0,1,0
21.0,36.51,0,13.0,0,0,1
36.0,50.11,0,1.0,1,1,0
26.0,34.1,0,13.0,0,1,0
52.0,68.05,0,4.0,0,1,0
16.0,34.37,1,5.0,1,0,0
16.0,70.16,1,15.0,0,1,0
10.0,26.11,1,16.0,0,1,0
72.0,39.73,1,9.0,1,1,0
6.0,70.2,4,16.0,0,1,0
35.0,48.03,1,6.0,1,1,0
37.0,85.89,0,6.0,1,0,0
36.0,40.16,0,19.0,0,0,0
11.0,49.63,1,2.0,1,1,1
19.0,79.29,0,12.0,0,1,0
31.0,17.75,3,8.0,1,1,0
13.0,15.52,0,10.0,0,1,0
17.0,30.68,1,9.0,1,1,0
13.0,59.64,0,10.0,0,1,0
23.0,16.02,1,8.0,0,1,0
21.0,55.75,2,10.0,1,1,0
58.0,54.48,0,12.0,1,0,0
32.0,81.26,0,7.0,0,0,0
7.0,63.82,0,8.0,0,1,0
7.0,51.55,2,9.0,1,1,0
35.0,69.46,0,16.0,0,0,1
21.0,54.7,3,2.0,0,1,1
72.0,36.72,1,4.0,0,0,0
72.0,24.4,2,24.0,1,0,0
10.0,34.75,0,11.0,1,0,0
26.0,44.28,1,11.0,0,1,0
8.0,48.15,1,31.0,1,1,0
35.0,6.57,1,11.0,0,1,0
63.0,41.05,2,6.0,0,1,0
24.0,45.51,0,1.0,1,0,0
15.0,54.86,1,7.0,0,0,0
28.0,74.28,1,9.0,0,0,1
40.0,48.34,0,14.0,0,1,0
40.0,28.63,0,15.0,0,0,0
15.0,12.27,0,12.0,0,0,0
13.0,57.37,0,16.0,1,1,0
25.0,29.36,1,10.0,0,0,0
16.0,60.6,2,2.0,0,0,1
48.0,70.15,3,7.0,0,1,0
16.0,17.21,1,7.0,1,0,1
22.0,54.97,1,9.0,0,0,0
28.0,68.27,1,17.0,1,0,0
6.0,63.34,0,8.0,0,1,0
13.0,7.27,0,8.0,0,1,0
70.0,29.63,1,34.0,0,0,0
38.0,21.96,0,4.0,0,1,0
16.0,54.42,2,10.0,0,1,0
35.0,52.44,3,6.0,1,1,1
47.0,5.0,3,11.0,0,1,0
18.0,39.59,0,18.0,1,1,0
37.0,59.41,0,13.0,0,1,1
34.0,47.66,3,10.0,0,0,0
8.0,47.63,3,8.0,1,1,1
18.0,38.43,1,16.0,0,0,0
59.0,25.94,0,14.0,1,0,0
68.0,44.69,0,9.0,1,1,0
39.0,45.94,0,31.0,1,1,0
13.0,56.07,0,5.0,0,1,0
2.0,57.54,0,30.0,1,0,0
12.0,46.55,2,17.0,1,0,0
7.0,64.71,0,3.0,0,0,0
62.0,38.25,4,6.0,0,0,0
4.0,19.01,1,10.0,1,1,0
8.0,53.59,1,3.0,0,0,0
25.0,47.27,0,14.0,0,0,0
21.0,53.94,1,8.0,1,1,0
57.0,22.24,1,15.0,1,0,0
32.0,77.23,1,13.0,0,0,0
19.0,57.79,3,7.0,0,1,1
48.0,39.82,1,6.0,0,1,0
16.0,28.16,0,1.0,0,0,1
60.0,64.39,0,31.0,0,0,0
10.0,25.17,2,13.0,1,1,1
21.0,85.7,0,4.0,1,1,0
2.0,33.96,5,8.0,1,1,1
40.0,75.97,2,16.0,1,0,0
24.0,41.68,2,9.0,1,0,0
60.0,73.45,2,3.0,0,0,0
17.0,31.77,1,14.0,0,1,0
6.0,45.34,5,3.0,0,1,1
29.0,59.49,1,15.0,0,1,1
14.0,56.92,1,11.0,1,0,0
36.0,64.81,1,8.0,0,1,0
10.0,36.23,1,8.0,0,1,1
53.0,46.53,0,7.0,0,1,0
22.0,67.47,1,13.0,0,1,0
19.0,32.31,1,4.0,1,0,0
51.0,55.31,1,6.0,0,1,0
40.0,41.06,5,20.0,0,0,0
12.0,48.71,1,29.0,1,1,0
40.0,46.52,2,8.0,0,1,0
34.0,30.81,1,10.0,0,0,0
20.0,40.31,2,4.0,1,1,0
38.0,47.61,1,5.0,0,1,0
53.0,43.15,2,2.0,0,1,1
20.0,73.31,1,2.0,0,0,0
20.0,63.18,2,7.0,0,0,0
20.0,50.22,0,15.0,0,1,0
11.0,31.26,1,8.0,1,0,0
20.0,30.17,0,20.0,0,1,0
18.0,80.53,1,6.0,1,0,0
18.0,26.82,2,17.0,0,0,0
17.0,47.05,1,34.0,1,1,0
8.0,51.5,3,11.0,1,0,0
43.0,39.4,2,1.0,0,1,0
13.0,26.96,1,1.0,0,1,1
55.0,30.87,2,3.0,1,1,0
9.0,35.16,1,5.0,0,0,0
63.0,32.23,3,15.0,1,1,0
16.0,68.9,1,6.0,0,1,0
40.0,44.84,2,17.0,1,0,0
24.0,35.57,3,6.0,0,0,0
7.0,46.93,1,33.0,0,0,0
7.0,57.02,3,20.0,0,1,0
12.0,38.8,2,6.0,0,0,0
15.0,61.24,0,4.0,0,1,1
21.0,22.12,0,20.0,0,1,0
27.0,66.08,1,4.0,1,1,0
19.0,44.84,0,6.0,0,0,0
26.0,44.14,3,4.0,0,1,0
30.0,32.53,3,10.0,1,1,1
18.0,22.9,3,18.0,1,1,1
34.0,15.0,0,6.0,1,0,0
39.0,31.27,1,16.0,0,0,0
30.0,55.58,0,11.0,1,1,0
31.0,27.7,1,3.0,0,0,0
25.0,17.13,3,6.0,0,1,1
46.0,28.64,0,2.0,1,1,0
21.0,38.07,0,3.0,0,1,0
13.0,38.78,1,24.0,0,1,0
22.0,42.68,1,9.0,0,0,0
7.0,63.59,1,8.0,0,0,1
6.0,67.49,1,9.0,0,1,1
39.0,81.1,1,4.0,1,0,0
56.0,15.75,0,6.0,1,0,0
17.0,29.59,0,11.0,1,1,0
40.0,57.57,3,2.0,0,0,1
3.0,36.83,1,1.0,0,0,0
30.0,60.49,2,5.0,1,0,0
21.0,48.73,0,5.0,0,1,0
62.0,73.43,1,19.0,0,1,0
19.0,63.77,0,4.0,0,0,0
9.0,64.1,1,11.0,0,0,0
5.0,37.59,2,5.0,0,0,0
22.0,43.25,1,11.0,1,0,0
25.0,39.51,2,9.0,0,0,0
18.0,17.89,3,22.0,0,1,0
40.0,71.49,0,4.0,0,1,0
52.0,58.42,3,4.0,0,1,0
16.0,38.79,0,37.0,0,1,0
4.0,68.48,4,18.0,1,1,0
26.0,33.65,2,6.0,0,1,1
46.0,11.91,1,4.0,1,1,0
16.0,63.13,0,4.0,0,0,0
31.0,21.99,1,17.0,0,1,0
8.0,41.48,2,5.0,1,1,0
26.0,48.71,2,4.0,0,1,0
32.0,51.94,3,4.0,0,1,0
27.0,60.27,0,12.0,1,0,0
72.0,55.46,1,7.0,0,1,0
55.0,54.9,0,18.0,1,1,0
35.0,30.77,1,27.0,1,1,0
44.0,50.3,2,9.0,0,1,0
26.0,17.9,3,10.0,0,0,0
21.0,73.12,0,7.0,0,0,0
15.0,19.75,0,9.0,0,1,0
8.0,38.76,3,2.0,0,1,1
57.0,21.26,2,11.0,0,0,0
72.0,31.86,0,15.0,1,0,0
22.0,45.24,2,4.0,1,1,0
22.0,35.48,2,24.0,0,0,0
33.0,65.6,0,6.0,0,0,0
19.0,49.08,1,20.0,1,1,0
9.0,36.67,0,13.0,0,0,0
7.0,42.6,3,3.0,0,0,0
72.0,66.95,2,17.0,0,1,0
5.0,61.36,1,8.0,0,0,1
27.0,24.5,3,12.0,0,0,0
5.0,32.75,1,7.0,0,0,0
20.0,53.55,0,8.0,0,1,0
16.0,51.36,1,2.0,1,0,0
6.0,26.09,1,12.0,0,0,0
33.0,58.48,2,8.0,1,1,0
9.0,28.96,1,10.0,0,1,0
5.0,68.47,1,12.0,0,1,0
36.0,54.53,1,11.0,1,1,0
16.0,24.63,1,12.0,0,0,1
12.0,35.48,1,2.0,0,0,0
37.0,35.16,3,7.0,0,1,0
8.0,47.88,2,3.0,0,0,0
4.0,41.33,1,1.0,0,0,0
49.0,24.38,0,11.0,1,1,0
66.0,19.9,1,27.0,1,0,0
19.0,54.88,1,1.0,0,1,1
19.0,50.15,0,12.0,0,1,0
39.0,46.9,0,6.0,0,1,1
46.0,49.87,3,8.0,0,0,0
9.0,33.86,1,12.0,0,0,0
17.0,48.31,1,11.0,0,0,1
26.0,90.69,1,7.0,0,0,0
37.0,66.14,2,6.0,0,0,0
35.0,39.81,1,11.0,0,1,0
31.0,35.58,2,1.0,0,1,1
46.0,5.0,2,12.0,0,1,0
21.0,64.24,0,6.0,1,1,1
57.0,59.16,2,19.0,1,0,0
14.0,35.21,0,8.0,0,0,0
35.0,19.23,0,19.0,0,0,0
15.0,24.21,0,4.0,0,0,0
20.0,53.0,0,4.0,0,0,0
22.0,43.39,1,5.0,0,0,0
15.0,57.45,1,21.0,0,0,0
47.0,46.56,2,8.0,0,1,0
16.0,62.4,1,5.0,0,1,0
21.0,51.65,0,11.0,1,0,0
32.0,59.92,1,5.0,0,1,0
72.0,7.39,2,11.0,0,0,0
33.0,22.78,1,8.0,1,0,0
23.0,38.44,4,5.0,0,0,1
3.0,64.43,0,8.0,1,1,0
19.0,78.85,0,8.0,1,1,0
13.0,42.04,1,14.0,1,0,0
17.0,33.99,3,3.0,1,0,0
15.0,9.81,0,6.0,1,1,0
32.0,60.54,1,10.0,0,0,0
19.0,35.1,3,4.0,0,0,1
10.0,98.25,1,7.0,0,1,1
40.0,31.69,3,5.0,1,1,0
7.0,82.89,1,6.0,0,0,0
22.0,58.47,1,4.0,1,0,0
19.0,26.49,1,27.0,0,0,0
28.0,49.18,1,1.0,0,0,0
46.0,58.88,1,5.0,1,0,1
72.0,40.95,2,8.0,0,1,0
23.0,60.08,1,8.0,0,1,1
13.0,59.69,2,17.0,1,0,0
12.0,55.73,1,3.0,0,1,1
12.0,44.7,3,2.0,0,1,0
27.0,23.85,0,6.0,0,0,1
3.0,43.62,2,8.0,1,0,0
7.0,48.17,0,7.0,0,1,0
27.0,11.23,0,15.0,0,1,0
41.0,48.05,1,3.0,1,0,0
42.0,43.26,1,5.0,1,1,0
23.0,21.66,3,12.0,0,1,1
38.0,39.01,0,8.0,0,0,0
47.0,39.39,0,18.0,1,0,0
16.0,79.74,0,8.0,1,1,0
44.0,48.96,2,3.0,1,0,0
5.0,63.65,1,16.0,0,1,0
7.0,42.88,2,15.0,1,1,1
17.0,11.27,0,11.0,1,0,0
4.0,57.1,1,30.0,1,1,0
32.0,33.15,1,9.0,1,0,0
14.0,38.96,2,9.0,0,1,0
20.0,26.05,0,15.0,1,1,0
20.0,46.31,1,10.0,0,1,0
16.0,64.17,1,9.0,0,1,0
11.0,61.79,1,2.0,0,0,0
31.0,73.55,2,3.0,0,0,0
14.0,76.1,0,3.0,0,0,0
20.0,8.17,0,6.0,0,1,1
28.0,23.51,0,18.0,0,1,0
47.0,12.45,0,24.0,1,1,0
44.0,56.37,1,20.0,0,0,0
15.0,32.52,4,20.0,0,0,0
11.0,36.19,1,4.0,0,0,0
53.0,41.1,0,8.0,1,1,0
14.0,51.89,2,4.0,0,0,0
31.0,18.26,1,10.0,0,1,0
4.0,22.34,1,6.0,0,1,1
2.0,45.02,2,2.0,0,1,1
23.0,66.58,3,11.0,1,1,0
18.0,44.54,1,5.0,1,1,0
36.0,30.75,3,8.0,0,1,0
12.0,6.33,0,6.0,0,0,0
27.0,62.15,0,12.0,0,1,0
35.0,31.75,0,9.0,1,1,0
12.0,24.35,0,8.0,1,1,0
17.0,14.12,1,19.0,1,1,1
8.0,19.1,2,6.0,1,1,0
37.0,27.7,1,11.0,0,1,0
32.0,40.7,0,6.0,0,1,0
33.0,23.24,1,34.0,1,0,0
18.0,48.34,1,17.0,0,1,0
31.0,40.56,1,23.0,0,0,0
19.0,85.0,2,9.0,1,1,0
59.0,14.32,1,17.0,0,0,0
21.0,47.91,1,3.0,0,1,1
42.0,48.13,0,3.0,0,0,0
18.0,26.45,2,7.0,0,1,0
51.0,46.71,1,10.0,0,0,0
11.0,58.85,1,18.0,0,1,0
29.0,46.74,1,8.0,0,0,0
13.0,69.92,2,7.0,1,1,0
26.0,5.8,0,14.0,0,1,0
14.0,29.84,2,22.0,1,1,0
21.0,71.55,3,15.0,1,1,0
15.0,61.42,0,11.0,0,1,0
34.0,54.73,2,17.0,0,0,0
30.0,67.2,1,16.0,1,1,0
12.0,10.5,2,15.0,0,0,1
12.0,59.32,2,16.0,0,1,0
10.0,64.16,1,10.0,0,0,1
8.0,33.14,2,25.0,1,0,0
36.0,92.33,2,3.0,1,1,0
10.0,48.53,1,13.0,0,0,0
27.0,5.53,0,5.0,0,1,0
14.0,51.86,1,10.0,0,1,0
42.0,32.04,3,3.0,0,0,0
69.0,65.97,3,6.0,0,0,0
1.0,54.86,1,7.0,1,1,1
11.0,34.24,1,12.0,0,1,0
14.0,72.04,1,6.0,0,0,0
18.0,61.91,1,7.0,0,1,0
17.0,30.1,2,14.0,0,0,0
7.0,42.26,3,18.0,1,0,0
69.0,54.3,1,7.0,0,1,0
18.0,38.44,3,20.0,0,1,0
30.0,38.98,4,14.0,1,0,0
30.0,45.66,1,20.0,0,0,0
5.0,25.82,0,9.0,1,1,1
16.0,5.0,2,7.0,1,0,0
36.0,49.3,2,8.0,1,0,1
53.0,9.2,0,12.0,0,1,0
16.0,27.13,1,9.0,0,1,1
6.0,13.11,0,9.0,0,0,1
13.0,15.33,1,14.0,0,0,0
16.0,52.67,1,6.0,0,1,0
15.0,41.0,2,10.0,0,1,0
10.0,40.35,1,3.0,1,1,0
6.0,21.31,0,9.0,0,1,0
8.0,33.19,0,7.0,0,0,0
13.0,51.78,1,7.0,0,1,0
35.0,44.06,0,4.0,0,0,0
45.0,59.81,0,6.0,0,1,0
23.0,62.37,2,12.0,0,0,0
8.0,40.46,1,4.0,0,0,1
14.0,11.66,0,2.0,1,1,0
3.0,31.38,1,13.0,0,0,0
54.0,43.24,1,29.0,1,0,0
12.0,31.02,2,5.0,0,0,1
28.0,26.02,1,3.0,0,1,1
43.0,46.26,0,25.0,0,0,0
64.0,88.75,0,2.0,0,1,1
38.0,36.21,1,12.0,0,1,0
15.0,44.95,2,5.0,0,0,0
31.0,21.38,1,28.0,1,0,0
62.0,67.38,1,8.0,0,1,0
12.0,60.75,1,6.0,0,1,0
5.0,59.5,2,0.0,0,0,1
10.0,69.48,1,15.0,0,1,0
29.0,37.31,1,14.0,1,1,0
16.0,39.56,1,20.0,0,1,1
20.0,75.78,0,10.0,0,1,0
33.0,56.39,0,7.0,1,1,0
10.0,5.05,0,18.0,0,0,0
19.0,53.19,2,6.0,0,1,0
14.0,34.53,1,3.0,0,0,0
61.0,61.17,4,12.0,1,1,0
37.0,52.35,2,16.0,0,0,1
16.0,13.67,1,2.0,0,1,0
15.0,49.84,2,10.0,0,0,0
65.0,48.79,0,15.0,0,0,0
62.0,51.54,1,6.0,0,0,0
29.0,55.36,1,25.0,1,1,0
20.0,71.93,1,5.0,0,0,0
7.0,52.45,0,5.0,0,1,1
10.0,45.41,1,6.0,0,1,0
6.0,65.66,1,4.0,0,0,0
44.0,85.37,0,5.0,0,1,0
7.0,61.47,2,10.0,0,1,0
15.0,48.71,1,5.0,1,0,0
3.0,52.79,0,13.0,0,1,0
5.0,49.61,3,3.0,0,0,0
34.0,45.33,2,5.0,0,0,0
26.0,83.97,0,25.0,0,1,0
21.0,31.52,1,5.0,0,1,0
15.0,65.79,1,9.0,0,1,0
4.0,42.73,1,9.0,1,0,0
13.0,18.35,2,4.0,0,0,0
18.0,41.61,2,5.0,0,1,0
32.0,35.16,1,11.0,0,0,0
42.0,55.4,0,5.0,0,1,0
35.0,46.64,0,5.0,1,0,0
26.0,26.6,0,5.0,0,1,0
21.0,71.48,2,19.0,0,1,0
24.0,64.62,2,17.0,1,1,0
13.0,73.55,0,10.0,0,0,0
22.0,49.27,2,8.0,0,1,0
18.0,44.36,1,9.0,1,1,0
72.0,57.66,2,12.0,0,0,0
25.0,34.61,2,12.0,0,1,0
2.0,47.34,1,5.0,0,1,0
14.0,41.84,0,7.0,0,1,0
17.0,18.7,0,6.0,0,0,0
38.0,47.29,2,10.0,1,1,0
27.0,37.06,2,19.0,0,0,0
26.0,40.63,0,9.0,1,1,0
50.0,51.55,1,9.0,0,0,0
62.0,67.91,2,5.0,0,1,0
34.0,29.72,1,2.0,0,0,1
15.0,38.94,1,7.0,0,1,0
16.0,31.23,3,13.0,0,1,0
46.0,30.06,2,5.0,0,0,0
16.0,34.3,2,2.0,0,1,0
20.0,41.46,2,12.0,0,0,0
14.0,55.55,1,11.0,0,0,0
8.0,50.77,0,6.0,0,1,0
72.0,25.98,2,5.0,0,1,0
20.0,68.29,2,7.0,0,0,0
55.0,62.0,2,6.0,0,0,0
16.0,28.78,0,22.0,1,0,1
12.0,67.03,3,7.0,0,0,0
32.0,50.88,1,11.0,0,0,0
42.0,42.18,4,8.0,0,0,0
44.0,51.45,1,11.0,0,1,0
18.0,44.54,1,6.0,0,0,0
34.0,54.81,0,6.0,1,0,0
13.0,48.37,2,9.0,0,0,0
22.0,38.93,1,5.0,1,0,0
17.0,8.54,1,7.0,1,1,0
15.0,54.49,0,13.0,1,1,0
23.0,38.27,1,17.0,0,1,0
8.0,59.0,2,26.0,0,0,0
40.0,53.67,1,12.0,1,1,0
15.0,38.74,0,10.0,1,1,0
38.0,63.41,3,4.0,0,0,0
10.0,48.69,1,16.0,0,1,0
15.0,47.95,0,21.0,0,1,0
8.0,42.51,0,6.0,0,1,0
8.0,75.3,0,25.0,0,1,0
11.0,32.16,1,17.0,0,1,1
10.0,39.19,1,12.0,1,1,0
8.0,22.73,0,8.0,0,1,1
21.0,58.08,2,3.0,0,1,1
31.0,34.52,1,22.0,1,0,0
33.0,36.54,2,3.0,0,1,0
4.0,35.7,2,23.0,0,1,1
17.0,46.13,1,24.0,1,0,0
15.0,22.49,0,4.0,0,1,0
51.0,5.0,0,3.0,1,1,0
17.0,53.24,3,6.0,0,0,0
20.0,6.96,1,8.0,0,1,0
6.0,60.37,1,6.0,0,0,1
10.0,73.05,0,6.0,0,1,0
5.0,42.04,0,8.0,0,0,0
22.0,68.39,2,21.0,0,0,0
52.0,44.56,2,8.0,1,0,0
11.0,73.79,1,13.0,0,1,1
17.0,36.79,1,3.0,0,0,0
10.0,5.0,0,9.0,1,1,0
13.0,43.56,3,7.0,0,1,1
22.0,75.74,1,13.0,1,0,0
68.0,54.63,1,3.0,0,1,0
50.0,35.72,0,18.0,0,1,0
60.0,50.92,0,6.0,0,0,0
39.0,62.48,1,5.0,1,1,0
17.0,43.46,1,24.0,1,0,0
15.0,92.28,0,10.0,1,1,0
11.0,35.69,1,8.0,0,0,0
17.0,63.05,0,3.0,0,1,0
52.0,58.71,1,4.0,0,0,0
52.0,32.4,2,3.0,0,1,0
72.0,37.36,2,9.0,0,0,0
23.0,63.33,2,17.0,0,0,0
7.0,47.61,1,11.0,1,1,0
30.0,51.09,1,9.0,0,0,0
69.0,15.55,1,8.0,0,0,0
57.0,56.81,0,15.0,0,1,0
14.0,50.17,3,7.0,0,0,1
7.0,43.85,1,3.0,0,1,1
7.0,51.5,1,16.0,0,0,0
11.0,37.63,0,4.0,1,0,1
13.0,34.35,1,2.0,0,0,0
16.0,40.65,1,10.0,0,1,0
33.0,36.64,2,2.0,0,1,0
16.0,84.25,2,8.0,1,1,0
